@relation categoria
@attribute texto string
@attribute class string
@data
rt @paz_pena: centro de temuco después del terremoto http://www.facebook.com/album.php?aid=56074&id=1151630295&ref=nf,None
@marciano_007 seguramente la información la tendrá la onemi la semana que viene...,None
rt @cristianarcos: no olvidemos que aca hay un terremot,None
@biobiodeportes coronel! alerta un grupo de aproximadamente 300 personas estan asaltando con armas metralletas en casas urgen militares.,None
@ohyouresonaive gracias (: de verdad necesitaba eso ^^,None
que me muuueeroo por dioos nicholaaas http://twitpic.com/163g18 uruguaywantsjonas,None
rt @tvn24h: aeropuerto: el miércoles se reanudan gradualmente vuelos nacionales e internacionales #terremotochile #24h,None
el estacionamiento del plaza vespucio opera con normalidad.,None
rt @talcualdigital: el sismo de chile cambió el eje de la tierra y acortó el dí,None
@helisocorman yo estoy en chillán. ayer en la noche no se veía nada con antena. no se tv cable.,None
temblor en viña es el cuarto de la noche,None
por eso es que los matan lol,None
jugando un poco de bejeweled y acordandome de @dynastyartz por esos triangulos diamantes del game!,None
alguien sabe de jeannette o de mariella saavedra alvarez ellos son de concepcion,None
...¿porqué insisten en llamar ladrones a gente que intenta conseguir sacos de harina?... ¿qué les pasa a los medios de chile?,None
rt @yamiladubini: en momentos como est,None
minsal publica tercer reporte sobre situación de red asistencial en el país:http://url4.eu/1wyla  #chile #terremotochile,None
@tomassonbz acá hay rumores de que cortarán el agua. me dijeron el domingo pero no ha pasado nada. lu,None
rt @patobancoestado: clientes región del maule y biobio: se prorroga por 6 meses el pago de dividendos hipotecarios,None
información del temblor de hace un rato http://bit.ly/bqtfu0,None
rt @tele13online: http://twitpic.com/167vop - se busca a nibaldo antonio angulo torres y a su familia. cualquier info. llamar al 8-5584738,None
rt @patobancoestado: clientes región del maule y bio bio: se postergan por 60 días pagos de crédito de consum,None
rt @elmostrador: situación recuperación de suministro eléctrico en regiones del sur afectadas por terremoto http://elmo.st/9bpma2,None
rt: @osvaldo_: rt @enanin metro valparaíso suspendido hasta el dìa 15 de marzo http://goo.gl/lfhr,None
@tvn_mauricio que real se esta haciendo por la gente de quilicur,None
@cnn_chile necesitamos saber de magali quiroga y danilo ortiz que estaban en cauquenes o pelluhue. gracias,Personas
ademÁs ¿puede un niÑo sobreponerse a un suceso tan traumÁtico como los terremotos de haitÍ y chile?,None
@telodamus tal vez aquí haya noticias de dichato: http://www.elconcecuente.cl,None
5 de marzo teleton chile ayuda a chile vamos chilito linta se ke saldremos adelante lorena chile,None
piden a ee.uu. una mediación por malvinas.... la presidenta se lo planteó a hillary clinto,None
rt @makeyself: @patoguelet es verdad lo del puente en valle lo campino ? fotos?// lo acabo de escuchar por la radio agricultur,None
rt @javierespinoza5: rt @copano: atentos por que @socorroanimal busca donaciones para animale,None
@dukii no podi xd te kemai ahi dentro por ser lesbiana xd,None
@reportwitteros soy y estaba en tomé el dia del terremoto. por favor la gente necesita agua y comida. no ha llegado ni un tipo de ayuda,Agua
@paulitamontes  está muy bien que digas lo que piensas! a mí me encanta conversar sobre estas cosas! no te canses! beso para ti!,None
@muchogustomega  porfavor avisar en arica a las 4pm se realizara un puerta a puerta autorizado por la universidad de tarapaca gracias fuerza,None
@flacosabinero una amiga viaja ho,None
rt @fernandopaulsen: franopaloma  urgente en constitución apareció ivan lara de 8 aÑos que estÁ solo en esa ciudad...busca parientes en  ...,Personas
@nikkisorairo ...yo adoro lo tiernas y torpes que hacen a las chicas pero...ayu es la primera que logra que yo la quiera mucho,None
@tvn_mauricio toque de queda tambien para santiago,Seguridad
se nos tenia q ocurrir alguna estupides http://www.youtube.com/watch?v=wyjvv_b2hvw,None
@vicenteinfante se nececita gente q colabore en algo yo kiero estar ahi ayudando nose clasificando cosas algo asi nose estar ahi trabajando?,None
rt @copano: desde hoy y hasta el 7 de marzo se reciben donaciones en el estadio monumenta,None
@ayudachile se busca a manuel jesus inostroza contreras y sus hijos matias alexis y maria belen inostroza acevedo,Personas
@niqoc no hay dudas sobre eso...,None
chile renacerÁ del polvo y las cenizas (8) by @dynation,None
rt @pestix: @tvn_mauricio los residentes de suiza enviaran un container con ayuda para la gente de chile,None
hola quero sader de la jente que esta en curanilague,None
stephens habla q gracias a la #derecha el #terremotochile no tuvo miles de muertos más. según él #chile: gracias friedman¡¡u00a,None
ya no se que esta mas jodido si la situacion en haiti en chilee lo de cabañas el narcotrafico en tamaulipas la crisis economica o que..,None
vamos chile!!!...ustedes pueden salir de esto,None
@anahi gracias x kerer ayudar a chile ahora ke lo necesitamos vamos a  estar muy agradecidos y espero ke hayas podido salir de chile,None
saliendo de la cámara de comercio y produccion de santiag,None
rt @yongoicoechea: cambio es: institucionalidad. propuesta: derogación de las leyes inconstitucionales. vamos a cambar!,None
para ayudar a las víctimas del terremoto que azotó a nuestro país el pasado viernes 26 http://chileayuda.com/,None
familia  teresita opazo cortes que se comunique con stgo - direcc. gomez carreño 5215 pasado puente perales (panaderia perales),Personas
tremendamente impactantes imagenes de #terremotochile http://b.globe.com/ca95bz,None
clinton promete más ayuda para chile http://bit.ly/bs81xg,None
#nota @anahi hará tres conciertos por chile http://bit.ly/an7mxv,None
en los próximos minutos un techo para chile informará sobre recolección de alimentos.,None
el homenaje de liniers para todo el pueblo de chile. gracias maestro! http://bit.ly/a8shrr,None
@tvn_mauricio terremotchile#urgente ubicar al academico  u de conceespañol jose manuel ventur,None
rt @cooperativa: claro donará 100 mensajes de texto a sus clientes de prepago: ,None
@sauloroston te amooo idolo #saudadesimensas,None
rt @markapublicidad: @ayudachile no se sabe nada de la familia vasquez vega por favor rt son de pelluhue #terremotochile #buscapersonas,None
resultados de solomario en http://fullsearch.com.ar/solomario.htm,None
@dottie_rose por aca bie,None
son las @298,None
@vitoflores lo haré. buenas noches! =),None
rt: @tvnlab: rt @aradx: rt @myricri: #sebusca a esteban espinoza ansieta esta en concepcion  #terremotochile #fuerzachile #rptw,Personas
la puta q te pario vecino hijodeput,None
rt @soho_doll: en 15 minutos todos los chilenos en estocolmo reunidos en sergels torg apoyando a chile #terremotochile @jumastorga @star ...,None
rt @fabriziocopano: urgente en constitucion apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo en esa ciudad...busca  ...,Personas
bombas por e-mail.,None
rt @marcelopradosz: @rodrigosepu: busco a francisco escobar andrade que estaba de vacaciones en dichato,Personas
rt @carolinamillan: ricardo arjona ha manifestado interés por colaborar con #chile para la #teleton se verá si es ... http://bit.ly/96j8np,None
rt @adnradio: utilidad publica: listado de farmacias y supermercados en funcionamiento http://url4.eu/1wdyi,None
otra vez  tiembla en temuco,None
@maca_goles no era nu reclamo era una declaración... :d para que se enteren y compren pasajes porque están subiendo a ese nivel.,None
ya todo esta mejorando.. sigamos a si vamos chile mier..:d,None
en melipilla: colegio alonso de ercilla tiene su sector de educación básica sin problemas y muros de educación media están en reparación,None
rt @reporteropop: ojo. voluntarios de @techoparachile andan con petos. si n,None
y pa que tu quiere ir pa santiago =p rt @ecaceres: quiero ir pa santiago el finde.!!,None
#chileayuda urgente constitucion apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo .busca parientes de todo chile,Personas
por la mierda no cacho esta wea y necesito el twitter de tv,None
impactante imágenes se siguen viendo en chil,None
rt @valeamargamusic: #terremotochile gente de conce ya llego la ayuda!,None
@fraknet funcionando a media máquina y con problemas en algunas casas nomás...,None
@ladijazz rt porfa busco a silvia thompson y liliana brandell thompso,Personas
favor informar lugares de recoleccion en viña o valp,None
rt @tele13online: #buscapersonas ponemos a su disposición www.13.cl/buscapersonasfoto y www.13.cl/buscapersonasvideo. envíanos material  ...,None
rt @stark: #terremotochile: transporte: jefe de redes y comunicaciones efe: trenes operan con normalidad sólo hasta la estación nos de m ...,None
@ronaldo1ro hola ronnie soy analia hermana de val_arg y te estoy escuchando!! mandame un saludo o un mensaje chiquito por aca porfaaa,None
busco #camilacamposaravena de #cauquenes de 21. su familia de #tco.la busca.cualquier info comunicarse a @#78961556 o mitwitt,None
#e10 com puedo subir fotos del regional de temuco.. por cierto gran parte de su estructura debera ser derribad,None
rt @carloszarate13: las iglesias de todo el país recibirán sólo alimentos no perecibles desde las 12 hrs. info en: http://tinyurl.com/yz ...,None
rt @biobio: chiguayante: vecinos organizados y más tranquilos por presencia policia,None
rt @contyganem: @ruminot cooperación a mega vicuña mackena 1348 vamos que se puede!!!! rop,None
rt @nataliaquezada: ya pue,None
presidenta: con el máximo respeto no es lo mismo santiago que chil,None
@biobiodeportes estoy ubicando a flor mendez pinto encontraban en concepcion o talcahuano  paulina azocar los busc,Personas
@angelinataz oye al parecer se están levantando las líneas en #chiguayante / prueba con sms que tienen mejor conectividad,None
rt @paropli: @potq fundación gesta ofrece 15 alojamientos en curicó para profesionales que deseen trasladarse a ayudar: contactarse al 6 ...,None
rt @portalnet: lista nº 1 de albergados en pullehue   http://url.ie/58kz ,None
@nicolawlor jua jua jua,None
rt @majogando jack no aporta nada a la oficina...no habla... =( ----- estoy leyend,None
rt @heeydarling: @joejonas @nickjonas algun dia van a salir en pelotas por la calle?,None
rt @sanfeliu: el twitter oficial de la teletón es @teleton_chile hágalo girar rt es el canal oficial del evento del viernes!! súmenlo!!,None
rt @camcorvalan: urgente embarazada de 7 meses aislada en chiguayante unico contacto el sgt celular porfavor rt :99446993    #chile    # ...,Personas
porfa vota a ariel brailovsky en fb y regalo seguro (vuelve a votar pasadas 24 horas y otro regalo) http://bit.ly/turegalo,None
rt @uchile: consejo universitario fijó inicio de clases para el 15 de marzo http://www.uchile.cl/uchile.portal?_nfpb=true&_pagelabel=not ...,None
rt @13ar: vamos a la normalidad. aeropuerto comienza a abrir para vuelos internacionales.,None
rt @biobiodeportes: rt @aaailen: por favor necesitamos saber de nuestro primo hernan gomez torres que se encuentra en la isla juan ferna ...,None
vídeos de diego & gabriel,None
rt @jumastorga: rt @xto316: @fernandopaulsen @mgsubercaseaux @jumastorga rt a la gente: no manden remedios vencidos o no clasificados.,None
gente maldiiiita como es posible que envien remeadios con más de 2 años de vencimieeent,None
#terremotochile la florida se recibe ayuda de alimentos y ropa en parroquia sn fco. de borj,None
fotos de talcahuano despues del terremoto http://twitpic.com/photos/j4n00b . gracias a @j4n00b,None
"rt @calle13oficial: chile! aca les dejo un email para cualquier evento que necesiten ""elvecindariocalle13@gmail.com""podemos parar la gra ... ",None
por dios que tragicos que son los de telefe... pongale onda.. cuentense un chiste al medio por lo menos! te qres cortar las venas por chile,None
xq la concentracion se va cuando mas la necesito??,None
"rt @yanet_c_c: rt @bbcmundo: ¿ser fiel es ser ""evolucionado""?: un estudio científico concluye que los (cont) http://tl.gd/d5rtl ",None
rt @pdi_chile: grupo especial se dedicará a identificar a delincuentes http://bit.ly/dcpqnt,None
@hernanzdc compadre #salfate muestra un video de alarma de tsunami esa es de antofagasta no de talcahuano ese es el hotel holiday jajkajkajk,None
@fernandopaulsen rt @parachocolate: alejandra padilla esta con contracciones y necesita ayuda¡¡ 099446993 es su celu ¡#chiguayante,None
@ricky_martin un borracho tiene sexo con una prostituta terminan ella le dice! tengo hiv el responde no te preocupes mi amor !eso no es nada,None
rt @mayoquiroga: @reportwiteros desaparecido jugador de futbol de la u d concepcion michael lepe en caleta tumbe octva region ayudaaa  r ...,None
#rptw necesito saber de lebu porfavorrrrrrr nadie habla de lebuuuuuu!!!!!!!!!....mi tia patricia aguilar alvarez no sabemos nada...,Comunicación
@luxinmarcus estaay cconectaadoo en twitter!?,None
aseguradora rsa afirma que costó de terremoto será de us$45m para la compañía | américaecono.. http://tinyurl.com/ydapy74,None
rt @techoparachile: fotos de voluntarios trabajando por #terremotochile en facebook oficial de techoparachile,None
rt @teleton_chile: amig@s también sumaremos la gran iniciativa de www.chileayuda.com a nuestra próxima página y el hashtag es #chileayuda,None
oieeeeeeeeeee victor  (@victorcarbono live on http://twitcam.com/gzv8),None
ella no compreende todo lo que tengo no me ha cambiado lo que siento ella es mi tormet,None
algunos de apellido parra garces en dichato porfavor,Personas
que wea?? están saqueando la estación central los aprovechadores de mierda. si en estacion central están todos los suministros normales.,Seguridad
@imbateriable bueno! organicemonos bien y cachemos qué es lo que hace falta. la javi tambien quier,None
rt @pramirezt: @curvaspoliticas podremos los twitteros ayudar a chile a la teletón de chile ayuda chile o vamos chile que se puede. así  ...,None
@caroabascal  bueno buen,None
rt @the_pastor_mike: rt @cnnee: el terremoto en chile pudo haber alterado el eje de la tierr,None
hay un camion sin id en 4to centenario con bilbao recolectando ayud,None
la vida esta echa para vivirla minuto a minutoo.siempre en todo lo malo q pasa hay algo bueno  cn nustros hermans de chile les kiero*...,None
en la bolsa de comercio melón sube 149,None
#puertomontt #terremotochile no más ropa en los puntos de acopio de ayuda. sí lech,None
la nueva banda es orrible .. pepe extraÑo cuando tocan con ella.y los quiero en venezuela ya! (@pepematute live on http://twitcam.com/gyo8)),None
en adn están apretando como loco al alcalde de conchali. está pidiendo toque porque todos dicen que hay saqueos  #charla_tecnica,Seguridad
rt @stark: #terremotochile: medios: @biobio concepción recuperó conexión a internet. ya informan desde www.radiobiobio.cl (corregido por ...,None
rt @elmostrador: sos: esval informa que el 100% de su infraestructura está operativa http://bit.ly/bgokta //entonces por q aun no tengo agua,None
@ffrany aaay fran :| no quiero recordar la foto enerio :|,None
me tienen chato los medio,None
fundacion diabetes juvenil de chile en lota 234,None
http://twitpic.com/169sfq - cerrado cruce de independencia con vesp norte express,None
rt @paula_acuna: @fernandopaulsen en la costa de la ix region estÁ todo devastado y a nadie parece importarle...no hay cobertura ni much ...,None
"rt @mlktoscl: fernando gonzalez: ""me escribio roger federer muy preocupado por chile"" ",None
el dia ahora es mas corto. http://www.fayerwayer.com/2010/03/el-terremoto-en-chile-cambio-el-eje-de-la-tierra-acortando-el-dia/,None
@copano cuando empiezan las clases en la octva region u de conce intututo virginio gomez para ser mas explicito,None
que fuerte situación!!!...en chile...han mandado trajes de baño y corbatas...como colaboración....,None
rt @ejercito_chile: mapa con el despliegue del ejército en las zonas afectadas http://is.gd/9xona #terremotochile #talca #constitucion,None
@tvn_mauricio descanse se le  saca el sombrero a cada uno de los periodistas de tv,None
@diegovicuna  en @reportwiteros acaban de decir que busca a su familia.. por eso lo puse...,None
[news] u2018supervivianu2019 rescató a condorito de los escombros tras el terremoto de chile: el personaje de ficción insp... http://bit.ly/ds2c9l,None
@biobio la familia yañes moraa busca a la familia baltierra sandoval (tia nena) ubicados en la ciudad de hualpen,Personas
@itsmaary no pensaba ponerlo sjaksjkasjka xd no soy así respeto las opiniones :3,None
gloria cardenas si estas bien avisa para temuco porfavor.,Personas
rt @stark #terremotochile: educación: lista ampliada de fechas de inicio de clases en universidades http://bit.ly/bdedq6 //udelpacifico 15m,None
owned :3 rt @kurakensama: me encanta esta foto: saqueadores reducidos http://bit.ly/bkguje,Seguridad
el 93 me tocó clasificar donaciones y lo v,None
@muchogustomega confirmado!!!!! ayer fue trasladado ivan lara stgo,None
en dichato un comerciante abrió su tienda y regaló toda su mercadería. merece monumento #chileselevanta http://myloc.me/4n3xs,None
rt @milenio: sismo en chile cambió el eje de la tierr,None
rt @boonepanes: rt @karukinka_tdf: urgente: se busca yolanda palma garay y familia contactarse con yanet al (45) 450241 rt plz! #rptw,None
rt @marcelojorquera: la u de valpo y la feuv están realizando catastro de alumnos afectados para lo cual se habilitó el siguiente número ...,None
rt @los_bunkers: aún buscamos a gregorio madinagoitia y flia. profesor de música. lota,Personas
replicas & la csm!!!,None
rt @13ar: los que piensen en haarp mejor que le escriban a salfate pideindo consejos reptilianos. no esta el horno para esto,None
@eutrafico mucha cola en la francisco de miranda hacia la carlot,None
@tvn_monicar anoche comuna de cerrillos una turba de lumpen enfurecidos cual animales salvajes se enfrentaron a balazos con los carabineros,None
@ucvtvnoticias una joven sin credencia,None
estamos al aire con ignacio franzan,None
presiento q pronto voy a explotar,None
rt @pajarilio: @tele13online urgente en constitucion apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo en esa ciudad ...,Personas
19:01 aeropuerto pone en marcha plan de emergencia tras terremoto,None
vamos chile ! aunque igual es triste peor vamos a salir adelante ! amo a los jonas brothers (l) amo a todo el mundo jajajajajajajaja,None
rt @elmostrador: sos: cámara de comercio de valparaíso envía 20 toneladas de alimentos a iloca y curicó  http://elmo.st/csxi5k,None
en el centro de stgo hay disturbios. ¿pueden confirmar si hay saqueos?,Seguridad
@panzy_scream una amiga vive allá  y me contó lo mal que la está pasando,None
que vida monotona :s,None
@kotaright jajajajaj algun día te daré de probar los queques que hago...no duran nada en mi casa o en otros lados,None
estoy desesperado por mi amigo wn..necesito info de esteban ortiz chandia de #talca porfa si alguien sabe algo twiteeme,Personas
rt @davidbahamondes: en pelluhue: consuelo herrera molina,None
rt @_mmedina: @carolafuentes rt por favor. busco a la familia salgado mejÍas de la ciudad de talcahuano sector las salinas. al 92156982,Personas
evo morales donará la mitad de su sueldo para los damnificados de chile y haití. http://www.latercera.com/contenido/678_230330_9.shtml,None
@patriciavenegas  necesito informacion de juliette figuero,Personas
me estai weveando con la portada de @la_segunda ¿no? http://alturl.com/7gf5 (via @justacitizen),None
to vendo letras de música,None
detesto la gente impuntual,None
@elena_delos jajaja esque ando escribiendo como el ollo no por las faltas porque se me colan letras xdd,None
@josemolinach y es q se los llevaron a toditos??..jajaja,None
@ximenamusic gracias por el apoyo.,None
"""el dinero gastado en tic se pierde sin un esfuerzo de ayudar al maestros con su integración en el plan de estudios""  http://bit.ly/cfdl3w ",None
"rt @mlktoscl: ex director de la onemi: ""hubiese dado de inmediato la alerta de tsunami tras un sismo sobre 8º en la escala de richter"" ",None
busco a luis armando almonacid maldonado y a luis armando almonacid villar en talcahuano,Personas
a reconstruir  para hacer un    chile 2.0 #terremotochile,None
rt @publimetrochile: rt @paorojasm: rt @paorojasm: para gente desaparecida llamar a radiolaclick.cl 92991438 .....estamos en vivo,None
ahora: los simpsons. prox (19:30): fanaticos de viña,None
@cokecifuentes ya hermano...estamos ready!! junta fuerza y coraje por que hay que partirse el lomo por nuestro chile...bendiciones!!!,None
@elvicenthe hola sabes algo de cocobongo de consitució,None
rt @cooperativa: rt @alexanderoryan: ayuda para quienes necesiten evaluar sus viviendas por #terremotochile: http://bit.ly/auccnr por fa ...,None
rt @techoparachile: momentaneamente se cerraron las inscripciones de voluntarios en todas las regione,None
@cristileon para eso estamos pues,None
"rt @mjosew: obispo de chillán pide toque de queda ""urgente"" en esa ciudad #terremotochile #chillan #rptw #chile ",Seguridad
rt @actiondatsun: rt @la_chichi: voy a curepto mañana y vuelvo el sabad,None
rt @biobio: para quienes lo consultaban: el 5 de abril vuelve a clases la universidad de concepción,None
rt @elcartelpr: cómo ayudar a los damnificados por el terremoto en chile http://bit.ly/9svtja,None
@flordejustin jaja es una paguina con fotos te la paso  http://justindrewdaily.com/gallery/thumbnails.php?album=288,None
http://www.latercera.com/contenido/661_230468_9.shtml  ,None
ºº  cambio a toda esta familia por un segundo con vós,None
@maur_tor donde te quedaras en valpo?,None
que fuerza debió tener el terremoto de #chile para provocar ese desplazamiento terrestre!,None
rt @copano: y lo otr,None
@siggy100x35 q hay de cierto q te comes 5 combos de mcdonalds cada vez q vaz att el mesias @pedro_rossello,None
@copano no se que hacer con mi familia en quilicur,None
rt @diegolarrain: @copano notable sodimac. lanzan campaña de ladrillos 1+1. uno compra un ladrillo ellos se ponen con otro,None
rt @alejandrosanz: urgente chile: porfavor mandar comida a los chilenos mas afectados. http://bit.ly/dzsrzr,None
alguien sabe de los saqueos en santiago hoy andaba en el mall y me encontre con los rumores de una turba armada todo estab cerrandose... un,Seguridad
saben ke busquen el el youtube   juicio a los chilenos   veran lo ke piensan los peruanos de (#moteconhuesillo live at http://ustre.am/cug7),None
,None
@lueviahk  dale ramera! dame un break alo que me connecto ala radio0o0o0ow!,None
barrapunto: posible multa de un cuarto de millón de euros por uso de software ilegal... http://bit.ly/bjymdh #fb,None
rt @calle13oficial: chile! aca les dejo un email para cualquier evento que necesiten (cont) http://tl.gd/d5dhs,None
rt @fernandopaulsen: rt @uniontemuco:  #sebusca veronica benvenuto (funcionaria muni de conce) y esposo marco hernandez albarran ubicar  ...,None
loco siento que esta temblando xd estoy loca xd,None
los militares han desalojado las bombas de bencina para dar cumplimiento al toque de queda.,Seguridad
#rptw  aviso karyna toledo busca a familia palomino toledo en sector las canchas talcahuano,Personas
en 30 min mas empieza el toque de queda.,Seguridad
@alonsinhosepu confirmado por quién?,None
#talcahuano #talcahuano #buscapersonas  buscamos urgente a cristopher pastén núñez en talcahuano. llamar a iquique al 057 427902,Personas
rt @ong_ae: si alguien se ha contactado posterior al terremoto con nicolás ormeñ,Personas
@htramon gracias :),None
@muchogustomega quién sabe algo de la udec en conce_!! ya no se si tengo casa alla.. las clases.. o algo_!,Comunicación
rt @estela_or: #aviso #rptw busco a manuel felipe pardo bustamante estaba sta cruz caminando a sn frndo hace 2 dias porfa info a 9614618 ...,Personas
que chistoso xdgran saludo,None
rt @carlosmedeiro: evo morales donará el 50% de su sueldo a chile y haití. #fb http://bit.ly/aesaly,None
@humonegro lider cordillera tb recibe donaciones con voluntarios del hogar de cristo,None
shakira no acudirá el día de mañana a la conferencia de prensa en ginebr,None
en la comuna de nancagua (vi región) aún no hay ni agua ni lu,Agua
rt @katherinne_c: @polloenconserva hola necesito encontrar a yerko nicolas cheuquepal espinoza el vive en parral si se sabe algo mi celu ...,None
rt @seba__: y tanto que criticaban el famoso experimento socia,None
rt @fernandopaulsen: rt @camiarancibia: busco a sebastián palomino del huique santa cruz y a familia opazo henriquez de constitución lla ...,None
rt @catalinda22: @reportwiteros aviso busco a salvador acuÑa barra (7aÑos) desaparecido en la localidad de pullehue- caleta blnca llamar ...,Personas
rt: @danielviotto le pegaron a nuestra camara. chiqui esta bien. esta muy tenso debemos irnos #terremotochile,None
@cardoso hahahahahahahaha,None
entro el 15 a la u. menos ma,None
@tamy_stump cómo estás d:?,Personas
@reportwiteros ola de robos  en peñaflo,Seguridad
snif snif al parecer yego la luz a mi casa aora estoy en el colegio tratando de ponerme al di,None
me tiene chato los rumores falso,None
rt @prensafutbol: hay personas en facebook pidiendo dinero para recargar celulares y llamar a familiares. esto es estafa!! difundir. #ay ...,None
@campunknita si hagamos algo.. yo estaba pensando en algo mas shockeante acorde al momento.. como margarita o algo picante o.o,None
rt @giordanoluna: para estar atento a informaciones  y así evitar  rumores sintonice cooperativa (93.3 fm) o radio bío bío,None
rt@maxcolodro comandante en jefe de la fach: dos horas después del terremoto teníamos los aviones listo,None
saaqeo en el centro de santiago????,Seguridad
@adrillita en que sector de talcahuano esta,None
rt @copano: urgente rt a to2: se necesitan 5000 voluntarios en conce para repartición de ayuda. reunirse en mall plaza el trebol (vía @e ...,None
rt @vtvnoticias: bachelet actualiza cifra de muertos por sismo: 795 http://bit.ly/ae9sea vía @unoticias,None
federación de est. u. central. canaliza alimento,None
rt @rennaaa: @reportwiteros porfavor.. la ayuda en valparaíso se recolecta en la casa central de la pucv ... se necesitan alimentos! #te ...,None
rt @aliceoj: rt @asesorpoliticou267a@lapizlazuli: mi hermano está en chile ayuden a difundir blog localizar mexicanos  http://tl.gd/cbdie    ...,None
sigue temblando en santiago,None
rt @wakeupandi: a quien he admirado desde siempre? : a don francisco y a las chicas superpoderosas :d,None
@muchogustomega : busco a la familia salgado mejias de #talcahuan,None
rt @copano: ahora: estado de las telecomunicaciones en el país: http://www.subtel.cl/prontus_subtel/site/artic/20100301/pags/20100301172 ...,None
ya pude comunicarme con daniela y su flia. mucas gracias por todo!!!,Personas
urgente en constitución apareció cristian beas lopez de 16 aÑos. es discapacitado y esta solo en esa ciudad busca parientes de todo chile.,Personas
rt @ayudachile: voluntarios para contactar afectados en chile: @gbustamante @miguelelangel @caro_munoz @joissamenay  #terremotochile #vl ...,None
@loregar: @papelpiz: conce con agua en varias partes y la luz ya está llegand,Agua
informacion de osvaldo gonzalez herrera,None
rt @nelsonavila: ojo con esto:se replican con mas facilida,None
rt @ktakn: familia carrera salgado se encuentra bien en talcahuan,None
@montanertwiter ricardo!!! ven a la teleton el viernes!!!!,None
rt @tuitertonchile: recuerden las cuentas oficial @gobiernodechil,None
ojala todo pase muy pronto para volver luego a la normalidad,None
@crazyforjustb conque me regale un beso a mi yo feli,None
rt @copano: anoten y retwiteen to2: bancos de chile y santander se unen en cuenta única para teletón #chileayudaachile: 2702,None
rt @ejercito_chile: recuerden que también estamos en fb con toda la información necesaria http://is.gd/9y4nv,None
piñera tu eres el mejor usted nos va salvar en esta condiciones pero yo estoy a salvo,None
@reportwiteros christian garrido flores busca a felipe campos lea,None
rt @carolina_harboe: ojo carabineros no tiene twitter lo confirmó @deborabailey con el jefe de comunicaciones de carabineros rt porfa,None
municipalidad de stgo.: cientos de cités del centro con daños estructurales y derrumbes de muros interiores.mayoría habitados por peruanos,None
retomo la ayuda que se puede hacer a #chile desde twitter :) haciendo cadena de info.,None
aumentan a 795 los muertos en chile. http://bit.ly/98abbp,None
@xhaviix wena wena que bkn por ti yo aun sin luz noc asta cuando aura pechando luz donde mi abuela  asi de choro ajaj pero peca too esto,Electricidad
http://twitpic.com/1692z6 - algunas fotos para que vean como esta la ciudad de los angeles viii region bio-bio,Comunicación
rt @javierpineda: campaña de recolección de sangre en la filial temuco de la cruz roja ubicada en la calle carrera #676 desde las 8:30 m ...,None
@dariera jajjaajja conchale la cosa era entre daniel tu y yo porq metes a @florentino jaja el sale muy bien en el video jajaja,None
@fernandopaulsen al escuchar testimonio d llamado a la radio y la hija muerta gracias a mala infor d la armad,None
comenzaron los saqueos en el centro de stgo... sucursal banefe puente saqueada,Seguridad
@tvn_mauricio generador para cargar los telefonos celulares y llevaremos una televesion con,None
es coisidencia q los temblores fuertes ubieran susedido los mismos años de diferensia osea 25 años?,None
aun estan sin agua y sin luz en renca especificamente en calle brasil con tierra del fuego...,Agua
@tele13online para ayudar a los 40 hogares de ancianos de la fundación las rosas http://www.muevetechile.org  #terremotochile,None
hay dios noo,None
patrulla ski recibe en s.sebastián el cano 955 depto 902.las conde,None
rt @fernandopaulsen: rt @marcosexequiel: @copano @rafagaray @tvn_monicar estoy en el centro mac iver/agustinas no hay desmanes..,None
@fernandopaulsen acá en el centro de santiago en plaza de armas esta la escoba una turba de saqueadores.,Seguridad
rt @marcosexequiel: @fernandopaulsen @copano @rafagaray @tvn_monicar estoy en el centro mac iver/agustinas no hay desmanes..,None
rt @cnnchile: onemi: 763 fallecidos por el terremoto y 19 desaparecidos.,None
hoy en la noche lloverá en los angeles.,None
si tienen algún ser querido desaparecid,None
@lullabydrug parece que ya está power o no? ojala llegue pronto la rockstar!!,None
rt @carlosbunkers: #constitucion apareció cristian beas lopez 16 aÑos. es discapacitado y esta solo busca parientes retwittear porfa!! # ...,Personas
rt @franpisca: @tvn_mauricio colegio de arqueologos ofrece voluntarios para reconocimiento cuerpos colegio@arqueologos.cl,None
#terremotochile alguien me puede decir donde tengo que llamar para ir a ayudar a embalar en el aeropuerto?,None
rt @tuitertonchile: les pedimos a todos publiciten esta cuent,None
fuerzaaa chileee... vamos pa  delantee curicoo i toda la zona costeraaa!!!,None
convocamos a todos los universitarios evangelicos a colaborar con la recoleccion de viveres para los damnificados del sur de chile #chile,None
xd este es el cuarto terremoto que la casona de mi colegio resiste *dato freak*,None
rt @infosismos: graf. secuencia de sismos posteriores al terremoto en chile hasta 2-mar-201,None
18 fallecidos reg,None
@tvn_monicar urgente! en constitucion apareció cristian beas lopez de 16 aÑos es discapacitado y esta solo. busca parientes de todo chile,Personas
rt @pencoaldia: cristina herrera penco necesita medicamentos para hijo epiléptico.  llevarlos a municipalidad de penco.,Personas
rt @ainacn: rt @reynier2011: la mayor compañía de seguros que opera en chile calcula que terremoto costará 33 millones de euros. http:// ...,None
